#,ChatRm,Date,ID,Time,Comment
1539,34 CAV,14-Mar-14,7 4i_34_s3,13:30:00,(en) french designed laser target designator
1563,34 CAV,14-Mar-14,7_4i_34_53,13:32:00,(en) i am only tracking 1 vehicle damaged (KK in A TRP) no other casualties in the SQDN...is this correct?
1581,34 CAV,14-Mar-14,7_4i_34_b_cdr,13:34:00,"(en) A trp rogers, B trp still green, still missing lxplatoon and mortars"
1588,34 CAV,14-Mar-14,7_4i_34_s3,13:35:00,(en) roger.
1589,34 CAV,14-Mar-14,7_41_34_c_cdr,13:35:00,(en) C TRP still 100%
1590,34 CAV,14-Mar-14,7_4i_34_cdr,13:35:00,(en) Roger
1600,34 CAV,14-Mar-14,7_4i_34_s2,13:36:00,(en) just found that a DHY-307 is laser target designator
1603,34 CAV,14-Mar-14,7_4i_34_c_cdr,13:37:00,"(en) 3 Friendly KIA in C TRP, A mortar team. Catastrophic kill by magic"
1604,34 CAV,14-Mar-14,7 4i_34_s3,13:37:00,(en) roger. grid?
1614,34 CAV,14-Mar-14,7_4i_34_c_cdr,13:39:00,"(en) 125WG60691 90870, 12SWG60732 90865, and 125WG60278 90531"
1634,34 CAV,14-Mar-14,7_4I_34_s3,13:42:00,(en) roger.
1660,34 CAV,14-Mar-14,7_4(_34Itac,13:45:00,(en) (en) Spooky 93 kill 60mm Mortar TOT 04372 12S WG 635 871
1661,34 CAV,14-Mar-14,7_4i_34_jtac,13:45:00,(en) (en) Spooky 93 kill multiple enemy personnel TOT 0438Z 12S WG 634 871
1675,34 CAV,14-Mar-14,7_4i_34_cdr,13:47:00,(en) Our satellite connectivity is down... the fine of sight equipment on the vehicles is still operational. BN CDRs and company commanders need to stay within 10km of each other in order to maintain connectivity. If terrain elevation blocks line of sight communications then BN CDRs and Co CDRs will not be able to talk to each other.
1688,34 CAV,14-Mar-14,7_4i_34_b_cdr,13:49:00,(en) sounds like a PL's dream
1703,34 CAV,14-Mar-14,7_4i_34_cdr,13:51:00,(en) Roger... I wouldn't have it any other way....
1858,34 CAV,15-Mar-14,7_4i_34_b_cdr,8:09:00,{en} is it working again
1862,34 CAV,15-Mar-14,7_4i_34_a_cdr,8:10:00,(en) rogere
2213,34 CAV,15-Mar-14,7 41_34_b_cdr,9:14:00,(en) UAV deployed 8 TRP AO
2299,34 CAV,15-Mar-14,7 41_34_itac,9:30:00,"(en) (en) 15BAN001 Succesful w/ Nail 51 30mm T-72 destroyed, 12S WG 60294 88717 @ 0628Z. Nail 51 RTB at this time"
2306,34 CAV,15-Mar-14,7_4i_34_s3,9:32:00,(en) and i am back... send sitrep every 30 minutes starting at 1100. acknowlege
2368,34 CAV,15-Mar-14,7_4i_34_b_cdr,9:45:00,"(en) ALO, T-72 @ 12SWG 60091 92724 stationary in the open. Friendlys are all around the T-72. Crotele @ 12SWG 61358 93126. No Friendly is near by."
2369,34 CAV,15-Mar-14,7_41_34_b_cdr,9:45:00,"(en) ALO, Crotale @ 12SWG 64720 90117. No Friendly near by."
2390,34 CAV,15-Mar-14,7 41_34_a_cdr,9:48:00,"(en) ALO, 53 in the open, to your 6 o clock"
2391,34 CAV,15-Mar-14,7_4i_34_s3,9:48:00,"(en) i really don't like you, Outlaw6"
2392,34 CAV,15-Mar-14,7_41_34]tac,9:48:00,"(en) No, I will turn around and look"
2393,34 CAV,15-Mar-14,7_4i_34_a_cdr,9:48:00,"(en) I'm glad you're here, bandaid 3"
2411,34 CAV,15-Mar-14,7_4i_34_s3,9:51:00,"(en) Outlaw 6, FYSA7_41_244_53 .: (10:47) Our Cco is moving to seize OBJ Central. We've given them the order to move to contact with the T-72"
2422,34 CAV,15-Mar-14,741_34_a_cdr,9:52:00,"(en) rgr, neg eyes on it anymore"
2423,34 CAV,15-Mar-14,7_41_34_s3,9:52:00,(en) roger
2433,34 CAV,15-Mar-14,7_4i_34_s3,9:53:00,"(en) ALL TRPS, send update on status, position (CPOF), and strength"
2447,34 CAV,15-Mar-14,7 41_34_a_cdr,9:55:00,"(en) A TRP: still no 3rd line PIT or MRT SEC, moving toward central ATT, will update CPOF as I go"
2448,34 CAV,15-Mar-14,7 _ 4i _ 34 _ s3,9:55:00,(en) roger
2457,34 CAV,15-Mar-14,7_4i_34_a_cdr,9:56:00,(en) currently engagig 2 trucks and 5+ dismounts IVO 12SWG61171 89347 with negative effects
2465,34 CAV,15-Mar-14,7_4i_34_53,9:57:00,"(en) roger..they were with a T-72 earlier, be aware"
2466,34 CAV,15-Mar-14,7_41_34_b_cdr,9:57:00,(en) B TRP SITREP: 151100MAR11 / NO ENY Contact / B TRP @ 12SWG 6016491182 / 18 Trucks and 1 UAV all FMC / Pers 78 / green on ammo/fuel
2467,34 CAV,15-Mar-14,7_41 34 cdr,9:57:00,(en) Roger... thanks
2470,34 CAV,15-Mar-14,7 4i_34_a_cdr,9:58:00,"{en) no eyes on the T-72, going to maintain vis contact and bypass to conserve ammo {some elements already red), ALO trying to get the hookup with a warthog"
2478,34 CAV,15-Mar-14,7 41_34_b_cdr,9:59:00,(en) Contact dismts in B TRP AA.
2479,34 CAV,15-Mar-14,74i_34_a_cdr,9:59:00,(en) ALO: 12SWG6111789342
2480,34 CAV,15-Mar-14,7_4i_34_53,9:59:00,(en) roger ... can we get adjudication on A TRPs contact?
2481,34 CAV,15-Mar-14,7 4i_34_s3,9:59:00,"{en) roger, B TRP"
2522,34 CAV,15-Mar-14,7_41_34_cdr,10:04:00,(en) 2x Alas and AC 130's should be on station to support 2-44 and 3/4
2528,34 CAV,15-Mar-14,7_4i_34_a_cdr,10:05:00,(en) DHY-307 @ 12SWG 60476 89129
2529,34 CAV,15-Mar-14,7 4i_34_b_cdr,10:05:00,(en) 1&2 PLT engaging ENY dismts x 10 plus 2 trucks IVO 125WG5968891452. They just won't die
2530,34 CAV,15-Mar-14,7_4i_34_s3,10:05:00,(en) ok ... get them submitted for magic kill
2550,34 CAV,15-Mar-14,7_4i_34_s3,10:08:00,"(en) roger, A TRP, can you engage DHY?"
2551,34 CAV,15-Mar-14,7_4i_34_52,10:08:00,(en) S3: Update BDA as tgts are serviced...
2589,34 CAV,15-Mar-14,7_4i_34_b_cdr,10:15:00,(en) B TRP SITREP: 151100MAR11 / 12 ENY dismts 1 truck 1 BM-21-P / B TRP @ 12SWG 6016491182 / 18 Trucks and 1 UAV all FMC / Pers 78 / green on fuel and RED on AMMO.
2600,34 CAV,15-Mar-14,7 4i_34_a_cdr,10:16:00,"(en) engaged with a tow earlier, negative effect, standing by for it to be serviced by aviation or God"
2625,34 CAV,15-Mar-14,7_4i_34_jtac,10:20:00,(en) (en) Sim having problems showing ground entities for the air assets so CAS with Spooky on hold for now till they get the sim fixed
2626,34 CAV,15-Mar-14,7_41_34_b_cdr,10:20:00,(en) Eng & Killed 12 ENY Dismts IVO 12SWG 59771 91470. No Friendly casualty
2632,34 CAV,15-Mar-14,7 _ 4i _ 34_ s3,10:21:00,(en) really? you were able to kill them? awesome
2633,34 CAV,15-Mar-14,7_41_34_a_cdr,10:21:00,"(en) eyes on fleet of LAVs well east of NAI 3, moving at an amazing rate and engaging targets at 6K"
2634,34 CAV,15-Mar-14,7_4i_34 jtac,10:21:00,(en) Some red guys actually died?
2635,34 CAV,15-Mar-14,7_404_b_sdr,10:21:00,(en) Magic bra
2652,34 CAV,15-Mar-14,7_4i_34_a_cdr,10:23:00,"(en) A TRP UAV in air, will figure-8 IVO NAI 3"
2653,34 CAV,15-Mar-14,7_4i_34_cdr,10:23:00,(en) Roger
2654,34 CAV,15-Mar-14,7 41_34_a_cdr,10:23:00,"(en) also, negative anything on the DHY, engaged with no effect, currently bypassing"
2655,34 CAV,15-Mar-14,7 4i_34_cdr,10:23:00,(en) Roger.... thanks
2664,34 CAV,15-Mar-14,7_4i_34_a_cdr,10:24:00,(en) nothing the but the best for Bandit Squadron sir
2665,34 CAV,15-Mar-14,7_4i_34_cdr,10:24:00,(en) ha
2670,34 CAV,15-Mar-14,7_41_34_s3,10:25:00,"(en) anything anyone engages to no effect, fill out a magic kill sheet and get them to me, i will ensure they are removed from play"
2677,34 CAV,15-Mar-14,7_4i_34_b_cdr,10:26:00,"(en) ALO can you send the warhog to following grid? ENY TY-31 @ 12SWG5933990999 stationary in the tree line, / BM-21-Ps @ 59080 91067 & 59436 90999 stationary in the tree line. My dismts are 200-300 meters away from these tgts."
2683,34 CAV,15-Mar-14,7 4i_34_cdr,10:27:00,(en) ALO can you execute.
2697,34 CAV,15-Mar-14,7 41_34_s3,10:31:00,"(en) B TRP, any guesses on what a TY-31 is?"
2698,34 CAV,15-Mar-14,7 4i_34_b_cdr,10:31:00,"(en) ALO disregard my last, it looks like Fire took care of it."
2699,34 CAV,15-Mar-14,7 4i_34_jtac,10:31:00,(en) Bandit copies
2705,34 CAV,15-Mar-14,7_4i_34_b_cdr,10:32:00,"(en) B3, it looked like a MIR."
2706,34 CAV,15-Mar-14,7 4i_34_s3,10:32:00,(en) roger
2707,34 CAV,15-Mar-14,7_4i_34_jtac,10:32:00,(en) Spooky engaging dismounts at this time
2708,34 CAV,15-Mar-14,7_4i_34_cdr,10:32:00,(en) Roger
2740,34 CAV,15-Mar-14,7_41_34_jtac,10:37:00,(en) (en) Succesful - dismounts x 3 w/ Spooky 63 12S WG 61042 89237 - submitted for magic kill remove
2746,34 CAV,15-Mar-14,7_4i_34_jtac,10:38:00,(en) (en) Succesful - dismounts x4 with Spooky 63 125 WG 60826 89283 w/ 105mm w/ Bandit 93
2756,34 CAV,15-Mar-14,7_4i_34_a_cdr,10:39:00,"(en) 1XBM-21P and 10XD1SMOUNTS @ 125WG 60709 87103, south end of NAI 3"
2757,34 CAV,15-Mar-14,7_4i_34_s3,10:39:00,"(en) roger, have you engaged?"
2758,34 CAV,15-Mar-14,741_34]tac,10:40:00,(en) shifting fire with Spooky there after engaging truck at 60476 89129
2759,34 CAV,15-Mar-14,7 _ 4i _34 s3,10:40:00,(en) roger
2760,34 CAV,15-Mar-14,7_4i_34_a_cdr,10:40:00,"(en) negative, 1300m away, observed with raven"
2764,34 CAV,15-Mar-14,7 4i_34_s3,10:41:00,(en) roger
2792,34 CAV,15-Mar-14,7 4i_34_s3,10:44:00,"(en) A TRP, send sitrep"
2809,34 CAV,15-Mar-14,7_4i_34_a_cdr,10:46:00,"(en) cpof is accurate, currently 1 plt in woodline in western edge of NAI 3, currently have raven in air over NAI 3, still observing previously reported BM-21 and dismounts"
2819,34 CAV,15-Mar-14,7 4i _ 34 _ s3,10:47:00,(en) roger
2821,34 CAV,15-Mar-14,7_4i_34 fso,10:47:00,(en) vehicle engeged at 58620 89883 and 59218 88755
2822,34 CAV,15-Mar-14,7_ 4i _ 34_ s3,10:47:00,(en) roger.
2820,34 CAV,15-Mar-14,7_4i_34_s3,10:47:00,"(en) B TRP, send sitrep"
2834,34 CAV,15-Mar-14,7_4i_34_b_cdr,10:49:00,(en) 1/2/3 PLTs reached LOA with 70% of PLT pers/vic. Rest of PLTs wit be link up with parent PLTs w/i 45 mins.
2842,34 CAV,15-Mar-14,7_4i_34_cdr,10:50:00,(en) Roger
2878,34 CAV,15-Mar-14,7_41_34_52,10:55:00,"(en) BM-21, 2S19 and UAS ground station to the SE of BDE AO are being shot by DIV. Awaiting BDA..."
2891,34 CAV,15-Mar-14,7_41_34_jtac,10:56:00,(en) Grid on BM-21?
2896,34 CAV,15-Mar-14,7_41_34_52,10:57:00,(en) give me a min... looking for it
2897,34 CAV,15-Mar-14,7_41_34Itac,10:57:00,(en) (en) Succesful with Spooky 63 - 1 x DHY-307 destroyed 12S WG 60476 89129 w/ Bandit 93
2906,34 CAV,15-Mar-14,7_4i_34_s2,10:58:00,(en) BM 21 grid: 671 855..all of them are on the EnemySitUnits effort
2920,34 CAV,15-Mar-14,7_4i_34_s3,11:00:00,"(en) B TRP, move to points where you can observe Diaz1"
2921,34 CAV,15-Mar-14,7_4i_34_s3,11:00:00,"(en) A TRP, you now need to observe NAI 2 and NAI 3....0 TRP moving to observe NAI 1"
2922,34 CAV,15-Mar-14,7 4i_34_s3,11:00:00,(en) confirm
2934,34 CAV,15-Mar-14,7_41_34_b_cdr,11:02:00,"(en) B 3/4 SITREP: 151200MAR11 / No contact / 1PLT IVO 589 909, 2PLT IVO 589 906 & 3PLT IVO 591 901 setting up screen while straglers are moving to ORP. / 78PAX, 18 VICs FMC / RED on Ammo, Green on Fuel/ CM"
2935,34 CAV,15-Mar-14,7_4i_34_s3,11:02:00,"(en) roger, do you have observation of DIAZ 1?"
2936,34 CAV,15-Mar-14,7_4i_34]tac,11:02:00,"(en) (en) Succesful with Spooky 63 - 1 x vehicle 125 WG 60241 88625 destroyed, 10 x dismounts terminated 12S WG 60605 88652 w/ Bandit 93"
2937,34 CAV,15-Mar-14,7_4i_34_a_cdr,11:02:00,(en) rgr 3
2946,34 CAV,15-Mar-14,7_4i_34_cdr,11:03:00,(en) Roger
2947,34 CAV,15-Mar-14,7_4i_34_jtac,11:03:00,(en) Spooky 63 RTB at this time. Spooky 64 on station
2984,34 CAV,15-Mar-14,7_4i_34 jtac,11:08:00,(en) (en) Succesful with Spooky 64 1 x BM-21 and 8 dismounts 125 WG 60709 87105 w/ Badit 93
2991,34 CAV,15-Mar-14,7 4i_34_cdr,11:09:00,(en) Roger
3010,34 CAV,15-Mar-14,7_4i_34_a_cdr,11:13:00,(en) observing 1X 2B16 Howitzer IVO 12SWG 59540 89289
3011,34 CAV,15-Mar-14,7_4i 34_s3,11:13:00,"(en) A TRP, can you destroy that enemy arty?"
3012,34 CAV,15-Mar-14,7_4i34_a_cdr,11:13:00,(en) N of NAI 2
3013,34 CAV,15-Mar-14,7_4i_34_s3,11:13:00,(en) roger
3014,34 CAV,15-Mar-14,7_4i_34_jtac,11:13:00,(en) Spooky searching there now
3015,34 CAV,15-Mar-14,7_4i_34_s3,11:13:00,(en) sweetness
3016,34 CAV,15-Mar-14,7_4i_34_cdr,11:13:00,(en) Rock on
3031,34 CAV,15-Mar-14,7 4134_b_cdr,11:16:00,(en) Friendly 5 Dimsts KIA due to IDF 152mm. @ 12SWG5967490422 (5) / 1 Truck Firepower Kill and 5 dismts KIA @ 12SWG5906490142
3032,34 CAV,15-Mar-14,_ _ 74i34acdr _ _,11:16:00,(en) spooky can't see the arty piece
3047,34 CAV,15-Mar-14,7_4i_34_s3,11:19:00,"(en) roger, tracking 10 KIA and 1 truck out for B TRP"
3048,34 CAV,15-Mar-14,7_4i_34_s3,11:19:00,"(en) and that sucks, WESL"
3049,34 CAV,15-Mar-14,7_4i_34_jtac,11:19:00,(en) working on it... spooky not puicking up that artry for some reason
3056,34 CAV,15-Mar-14,7_41_341tac,11:20:00,(en) I call shenanigans on the sim...
3057,34 CAV,15-Mar-14,7 4i _ 34 _ s3,11:20:00,(en) agreed
3058,34 CAV,15-Mar-14,7 41_34_a_cdr,11:20:00,"(en) A TRP: catastrophic kill @12SWG 59772 88779 from RPG27, MOB kill of TOW hmmwv IVO catastrophic kill"
3059,34 CAV,15-Mar-14,7_4i_34_a_cdr,11:20:00,(en) on CPOF
3088,34 CAV,15-Mar-14,7_41_34_s3,11:24:00,(en) UAZ-469 12SWG 59218 88755... some type of rocket arty. just killed an entire B TRP platoon...on a bridge in the open ... can we kill this
3089,34 CAV,15-Mar-14,7_41_34_s3,11:24:00,"(en) roger, A TRP"
3090,34 CAV,15-Mar-14,7_404_acdr,11:24:00,(en) that target at that location was engaged by the F50....it is on cpof in the middle of NAI 2
3101,34 CAV,15-Mar-14,7 4i_34_s3,11:25:00,"(en) Tracking all, but still engaging and killing friendlies"
3104,34 CAV,15-Mar-14,7 4i_34_ftac,11:26:00,"(en) Bravo 6, this is sitting next to a civilian vehicle. Permission to engage with Spooky?"
3105,34 CAV,15-Mar-14,7 4i_34_s3,11:26:00,(en) Shoot it
3106,34 CAV,15-Mar-14,7_404_itac,11:26:00,(en) Bandit 93.
3115,34 CAV,15-Mar-14,7_4i_34_a_cdr,11:28:00,(en) A TRP CATAS. KILL @ 12SWG 59884 88810 by 40MM at 1500M
3126,34 CAV,15-Mar-14,7_ 4i _ 34 _ a _cdr,11:29:00,"(en) FSO, can you fire this arty piece? spooky couldn't see it"
3140,34 CAV,15-Mar-14,7_4i_34_a_cdr,11:30:00,(en) 1X Howitzer 125WG 59540 89289
3156,34 CAV,15-Mar-14,7_4i_34_a_cdr,11:32:00,"(en) A TRP: 12SWG5968488017 truck mob kill by 5.45 MM from 2200M, 125WG5961688069 truck mob kill by 5.45MM ball @ 2200M"
3172,34 CAV,15-Mar-14,7 4i_34_s3,11:35:00,"(en) UAZ-469 12SWG 59218 88755,,.some type of rocket arty."
3182,34 CAV,15-Mar-14,7 4i_34_b_cdr,11:36:00,"(en) 151230MAR11 / Received ENY IDF and dismt DF / 125WG5899390154 / Friendly Casualty - 15 KIAs, 4 Trucks NMCs / 11 Pax and 2 Trucks FMC / Black on ammo and Green on Fuel"
3186,34 CAV,15-Mar-14,7 4i_34_a_cdr,11:37:00,(en) observing 1X1-72 @ 12SWG 60346 88729
3187,34 CAV,15-Mar-14,7 41_34_a_cdr,11:37:00,(en) W edge of OBJ CENTRAL
3191,34 CAV,15-Mar-14,7 41_34_jtac,11:38:00,(en) (en) Succesful with Spooky 64 1 x vehicle 125 WG 606 872 w/ Bandit 93
3194,34 CAV,15-Mar-14,7_4i_34_s3,11:39:00,(en) roger
3205,34 CAV,15-Mar-14,7_4i_34_fso,11:41:00,(en) there is BM21 at 12SWG 66250 84696 and 67199 85591. A 2519 at 12SWG 69677 85739. Sent to ALO
3214,34 CAV,15-Mar-14,7_4i_34_fso,11:42:00,(en) CFZ active now
3215,34 CAV,15-Mar-14,7_4i_34 s2,11:42:00,(en) Air support request pass on to the SIM CRTI
3229,34 CAV,15-Mar-14,7_41_34_jtac,11:44:00,(en) (en) Succesful with Spooky 64 1 x T-72 125 WG 60350 88740 w/ Bandit 93
3230,34 CAV,15-Mar-14,7_4i_34_a_cdr,11:44:00,(en) rrrrroger
3231,34 CAV,15-Mar-14,7_4i_34_s3,11:44:00,"(en) All TRPs, get me an updated total count (21 KIA, 6 WIA, 64 PAX FMC, 2 VIC Mobility Kill, 6 Catastrophic kill, 2 VIC FMC)"
3250,34 CAV,15-Mar-14,7_4i_34_fso,11:47:00,(en) engaged BM21 at 12SWG 58774 82911
3258,34 CAV,15-Mar-14,7 4i 34_jtac,11:48:00,"(en) {en) Succesful with Spooky 64 1 x UAZ-469 Rocket Artillery, 125 WG 59218 88755 w/ Bandit 93"
3259,34 CAV,15-Mar-14,7_4i_34_s3,11:48:00,(en) fuck yes
3260,34 CAV,15-Mar-14,7_4i_34_fso,11:48:00,(en) 60mm MTR at 58859 82939
3261,34 CAV,15-Mar-14,7_4i_34_fso,11:48:00,(en) not able to engage
3280,34 CAV,15-Mar-14,7_4i_34_fso,11:52:00,(en) 60mm MTR at 62793 87103. request sent to ALO
3285,34 CAV,15-Mar-14,7_4i_31_s3,11:53:00,(en) roger
3286,34 CAV,15-Mar-14,7 4i34_s2,11:53:00,"(en) 31 KIA from B/3-44 vic 12SWG 5917 9208, from indirect fire. 8/3-44 is displacing to the West to begin assault on OBJ DIAZ 1"
3290,34 CAV,15-Mar-14,7 4i_34_a_cdr,11:54:00,"(en) ATRP: 2X catastrophic kill, 3X mob kill, 10 VIC FMC, 54 PAX, not including units still at other airfield"
3291,34 CAV,15-Mar-14,741 _034 s3,11:54:00,(en) roger ... still no WIA/KIA?
3292,34 CAV,15-Mar-14,7 44acdr,11:54:00,(en) bump that noise
3293,34 CAV,15-Mar-14,7 41_34_53,11:54:00,(en) outstanding
3300,34 CAV,15-Mar-14,7_41_34_s3,11:55:00,"(en) ATRP, mortars were left behind, correct?"
3301,34 CAV,15-Mar-14,7_4i_34_a_cdr,11:55:00,(en) yes
3329,34 CAV,15-Mar-14,7_4i_34tac,12:01:00,(en) (en) Succesful with Spooky 64 1 x Artillery w/ 3 dismounts 125 WG 59534 89288 w/ Bandit 93
3346,34 CAV,15-Mar-14,7_41_34_53,12:03:00,"(en) roger, thanks!"
3352,34 CAV,15-Mar-14,7214_34_itac,12:04:00,(en) (en) Succesful with Spooky 64 - 3 x motorcycles 125 WG 59589 88330 with Bandit 93
3367,34 CAV,15-Mar-14,7_41_34_fso,12:08:00,(en) engaged one 2816 at 12SWG 60628 86068
3373,34 CAV,15-Mar-14,7_4i_34_Itac,12:10:00,(en) (en) Succesful with Spooky 64 - 8 x dismounts 12S WG 606 872 w/ Bandit 93
3378,34 CAV,15-Mar-14,7_41_34_s3,12:11:00,(en) roger
3391,34 CAV,15-Mar-14,7_4i_34_a_cdr,12:15:00,(en) A trp lost control of raven
3392,34 CAV,15-Mar-14,7 4i_34_s3,12:15:00,(en) rogue or downed
3393,34 CAV,15-Mar-14,7_4(_34_a_cdr,12:15:00,(en) flying away like a G6
3394,34 CAV,15-Mar-14,7_4i_34_s3,12:15:00,(en) roger
3401,34 CAV,15-Mar-14,7_4i_34_jtac,12:17:00,(en) (en) Succesful with Spooky 64 - 2 x dismounts 125 WG 58150 88414 w/ Bandit 93
3421,34 CAV,15-Mar-14,7 4i_34_b_cdr,12:23:00,"(en) B TRP SITREP: 151330MAR11 / B TRP @ 12SWG 6016491182 / Friendly 19 KIA 4 Wounded, 5 Cat Dest, 3 MK, 1 FPK, / Pers 78 VIC FMC 9 plus a UAV/ green on fuel and RED on AMMO. 1st PLT has occupied an OP @ 12SWG 58289 91564 observing DIAZ 1."
3428,34 CAV,15-Mar-14,7_4i_34_b_cdr,12:24:00,(en) correction BLK on ammo
3430,34 CAV,15-Mar-14,7_404_a_cdr,12:25:00,"(en) A TRP: no change from previous report at 1254EST, raven continues trans-oceanic attempt"
3431,34 CAV,15-Mar-14,7_4i_34_s3,12:25:00,(en) roger
3436,34 CAV,15-Mar-14,7_4i_34_a cdr,12:26:00,"(en) also, never saw any other unit clear town in obj central, has anyone reported it clear?"
3437,34 CAV,15-Mar-14,7_4i_34_53,12:26:00,"(en) neg, 1-44 is on the way to clear now"
3449,34 CAV,15-Mar-14,7_4i_34_fso,12:31:00,(en) 12SWG 60692 87204 one BM-21
3455,34 CAV,15-Mar-14,7_4i_34_a_cdr,12:32:00,"(en) we've tried to engage about 10 times with spooky, neg effect"
3472,34 CAV,15-Mar-14,7_41_34_53,12:44:00,(en) All Troops: SITREP before 1355
3479,34 CAV,15-Mar-14,7_4i_34_a_cdr,12:45:00,"(en) A trp: no change, onesaf down"
3483,34 CAV,15-Mar-14,7_ 4i _ 34_ s3,12:46:00,(en) roger
3521,34 CAV,15-Mar-14,7_4i_34_b_cdr,12:52:00,(en) A TRP No change. 15AE is down.
3525,34 CAV,15-Mar-14,7_4i_34_a_cdr,12:53:00,(en) A trp concurs with this assessment of A trp
3590,34 CAV,15-Mar-14,7 4i_34_s3,13:12:00,"(en) well, the bridge that the rocket arty was on is apparently destroyed by Red forces. I blame A TRP"
3596,34 CAV,15-Mar-14,7 4i_34_s3,13:14:00,"(en) OBJ Central is about 80% clear, C/2-44 continuing clearing ops"
3598,34 CAV,15-Mar-14,7_41_34_a_cdr,13:14:00,"(en) ALO, let spooky know we have a priority mission for him. BREAK... Bandaid 3, what is your current grid location? BREAK... ALO, see bandaid 3's grid for target position"
3599,34 CAV,15-Mar-14,7_4i_34_s3,13:15:00,(en) Fire for effect at grid 12SWG 60194 88735
3621,34 CAV,15-Mar-14,7_41_34a_cdr,13:32:00,"(en) alpha troop one semi autonomous force box back up, NSTR"
3622,34 CAV,15-Mar-14,7_4i_34_jtac,13:32:00,"(en) Copy, box, gtg"
3627,34 CAV,15-Mar-14,7_4i_34_s3,13:33:00,(en) raven still going?
3637,34 CAV,15-Mar-14,7_41_34_a_cdr,13:35:00,"(en) landed out west, I guess for fuel, but is now en route back to bandit oe"
3649,34 CAV,15-Mar-14,7_41_34_s3,13:36:00,"(en) roger... gotta get some petrol, over"
3788,34 CAV,15-Mar-14,7_41_34_ jtac,13:59:00,(en) Spooky 64 released and RTB at this time.
3789,34 CAV,15-Mar-14,7_4i_34_s3,13:59:00,(en) rats
3900,34 CAV,16-Mar-14,antst_g7_g9,6:59:00,(en) 16 Mar 11
3937,34 CAV,16-Mar-14,7_4i_34_s2,7:14:00,(en) Good Morning
3959,34 CAV,16-Mar-14,7 4i_34_cdr,7:23:00,(en) Good morning all... excecute a commo check
