#,ChatRm,Date,ID,Time,Comment
649,Jsoft coord,14-Mar,Icc_7_sfle_cdr,10:31,(en) CFF JSOTF #7 and 8 is in CAS_INT
658,Jsoft coord,14-Mar,741]sotf_j3,10:33,(en) RGR
661,Jsoft coord,14-Mar,Icc_7_sfle_cdr,10:35,(en) Needs to go in theis Chat also
668,Jsoft coord,14-Mar,Icc_7_g3 chops,10:36,(en) Do you have it yet?
669,Jsoft coord,14-Mar,7_4i jsotf_i3,10:36,"(en) CFF: JSOTF #7/ODA 9122,TACP05, 4 targets: 12SWG 55370 94756/enemy recon sqd and 1 x vehicle (danger close) 12SWG 53967 95400/ enemy recon tm 12SWG 56209 94523/ enemy recon sqd and 1 x vehicle 125WG 56120 93150/ enemy recon sqd and 1 x vehicle"
670,Jsoft coord,14-Mar,Icc_7_g3_chops,10:36,(en) Thanks.
671,Jsoft coord,14-Mar,7_4i_isott_j3,10:36,"(en) CFF: JSOTF #8/ODA 9131,TACP08, 5 targets: all targets appear to be forward observers / C2 12SWG 54450 92200 /3 x en veh and sqd 12SWG 54400 92350/1 vehicle, sqd 12SWG 54600 93015/1 enemy vehicle, sqd 12SWG 54900 92100 3 x en veh, sqd 12SWG 56102 93124 / 1 en vehicle, sqd"
692,Jsoft coord,14-Mar,7_4ilsotf_j3,10:40,"(en) CFF: JSOTF #9/ODA 9121,TACP06, 12SWG 59781. 92175/172 in open, en sqd"
693,Jsoft coord,14-Mar,7_4i_ jsotf_ j3,10:40,"(en) CFF: JSOTF #10/0DA 9121,TACP06,: 2 targets 12SWG 59062 91089/BM-21 125WG 59437 91004/BM-21 (danger close)"
695,Jsoft coord,14-Mar,7_4ijsotfj3,10:41,"(en) CFF: JSOTF #11/ODA 9121,TACP06, 12SWG 60800 92200 /7-72 in open"
715,Jsoft coord,14-Mar,7 4i_socce_cdr,10:50,"(en) CFF REQUESTED: JSOTF #12/ODA 9125,TACP07, 12SWG 6615084750 / 2 x BM-21"
720,Jsoft coord,14-Mar,7 4i_socce_cdr,10:51,"(en) CFF REQUESTED: JSOTF #13/DET 13,TACP11, 12SWG 54170 76009 / 2 enemy vehicles on road going north,"
737,Jsoft coord,14-Mar,Icc_l_sfle_cdr,10:56,(en) Vic - any action on the SOuthern (MEB) front?
745,Jsoft coord,14-Mar,7_4ijsotfj3,10:59,"(en) CFF REQUESTED: JSOTF #14/0DA 9123,TACP06: 5 targets, all appear to be FO's, 12SWG 58250 91580 /artillery radar, enemy sqd 12SWG 58450 92400 / enemy sqd, 1 x vehicle 12SWG 51100 92010/ enemy sqd, 1 x vehicle 12SWG 557500 92550/ enemy sqd, 1 x vehicle 12SWG 57100 92600 / enemy sqd, 1 x vehicle"
748,Jsoft coord,14-Mar,Icc_7_socce_cdr,11:00,"(en) 9130 is in and about many enemy, that grid has been called in CFF#2. seal tm 14 spotted some arty further south in CFF#1, still looking"
754,Jsoft coord,14-Mar,lcc_7_sfle_cdr,11:02,(en) Roger Continue with priority on Arifield area.
771,Jsoft coord,14-Mar,Icc_7_sfle_cdr,11:08,(en) Naval Gunfire has adressed CFF #13
790,Jsoft coord,14-Mar,7_4i jsotf j3,11:13,"(en) ) CFF REQUESTED: JSOTF #15/ODA 9124,TACP06, 12SWG 64721 90119/CROTALE to east of airfield, enemy sqd"
801,Jsoft coord,14-Mar,Icc_7_sfle_cdr,11:16,(en) Good Reporting/Fires Coord SOH
811,Jsoft coord,14-Mar,lcc_7_sfle_cdr,11:19,(en) Any BDA/update from 9124 on that Croatale in next 20m much appreciated.
812,Jsoft coord,14-Mar,Icc_7_socce_cdr,11:21,(en) BDA on Crotale @ 647901 is destroyed
813,Jsoft coord,14-Mar,icc _7_sfle_cdr,11:22,(en) Was that a decoy or actual - can you tell?
815,Jsoft coord,14-Mar,lcc_7_sfle_cdr,11:24,"(en) Secondary explosions, fklying intestines, gushers of blood...or just a butnigh wooden frame?"
820,Jsoft coord,14-Mar,Icc_7_jagic_alo,11:25,(en)
821,Jsoft coord,14-Mar,!cc 7_socce cdr,11:25,(en) enemy element from CFF#5 has been destroyed
822,Jsoft coord,14-Mar,Icc_7_sflecdr,11:26,(en) Roger - was last Croatale reported and destoyed E of airfiled decoy or actual - can youtell? JTF wants to know?
827,Jsoft coord,14-Mar,lcc_7_socce_cdr,11:27,"(en) BMPs and T72's from CFF's (, 10, and 11 are still active"
828,Jsoft coord,14-Mar,Icc_7_sfle_cdr,11:27,(en) Rgr - keep sending
829,Jsoft coord,14-Mar,Icc_7_socce_cdr,11:27,(en) we cant tell if it was a decoy or not
832,Jsoft coord,14-Mar,Icc_7_sfle_cdr,11:28,(en) Can you ask White Cell - the Team would have been able to tell.
837,Jsoft coord,14-Mar,Icc 7socce_cdr,11:29,"(en) white cell is not close, different building"
840,Jsoft coord,14-Mar,Icc_7_socce_cdr,11:30,"(en) those 2 x T-72 are moving to east of airfield and splitting up, out of line of sight, 9121 can no longer see"
848,Jsoft coord,14-Mar,Icc_7_sfle_cdr,11:31,(en) Roger send lat known grid where seen and send as CEF with note that are moveing east
864,Jsoft coord,14-Mar,7_4ijsotfj3,11:34,"(en) CFF REQUESTED: JSOTF #16/ODA 9121,TACP06, 125WG 60800 92100 / 1-72 in open moving east"
916,Jsoft coord,14-Mar,Icc_7_sfle_cdr,11:43,"(en) Fires have been requested :cc _7_socce_cdr 11:41 (en) CFF: JSOTF #17/ODA
9131,TACP08, 2 x targets 12SWG 56851 93894 / enemy sqd, forward observers, 1 x vehicle, portable radar 12SWG 56250 94519 / enemy sqd, forward observers, 1 x vehicle, portable radar"
926,Jsoft coord,14-Mar,lcc_7_socce_cdr,11:44,(en) 1SAF issues
927,Jsoft coord,14-Mar,Icc_7_sfle_cdr,11:44,(en) rgr
950,Jsoft coord,14-Mar,Icc_7_socce_cdr,11:46,"(en) there were 2 seperate but identical targets in #17, the first time i sent it i sent the same grid twice, then correction, and 2 separate grids, both need to be engaged"
951,Jsoft coord,14-Mar,Icc_7_sfle_cdr,11:46,(en) rgr
952,Jsoft coord,14-Mar,Icc_7_sfle_cdr,11:46,"(en) cc_7.g3_fi_tgtoff 11:44 (en) 1 KB 8443 12SWG 56851 93894 enemy sqd, forward observers, 1 x vehicle, portable radar Icc_7_g3 fi_tgtoff 11:46 (en) 1 KB 8444 12SWG 56250 94519 enemy sqd, forward observers, 1 x vehicle, portable radar"
958,Jsoft coord,14-Mar,Icc_7_g3_chops,11:47,(en) Yeah. I split them.
959,Jsoft coord,14-Mar,Icc_7_socce_cdr,11:47,(en) o
960,Jsoft coord,14-Mar,Icc_7_sfle_cdr,11:47,(en) Airborne 15 Minutes from TOT on OBJ Tucker
977,Jsoft coord,14-Mar,Icc_7_sfle_cdr,11:50,(en) MEB 1st Wave on the Beach
983,Jsoft coord,14-Mar,Icc 7socce_cdr,11:51,"(en) 1SAF is bogging down, they will reboot, it takes a while, will keep u advised"
989,Jsoft coord,14-Mar,Icc_7_sfle_cdr,11:52,(en) Correction - 2MEB 10M form splashing on beach
990,Jsoft coord,14-Mar,Icc_7_socce_cdr,11:52,(en) of course it happens just before the drop so i may not be able to react to any AAA threats
991,Jsoft coord,14-Mar,Icc_7_sfle_cdr,11:52,(en) 68 C-17s over Diaz in 10m
998,Jsoft coord,14-Mar,Icc_7_sfle_cdr,11:54,"(en) Don't worry, they are coming in at 250 ft and 250 knots"
999,Jsoft coord,14-Mar,7_4i_cdr,11:54,"(en) For the record, that would hurt, not to mention probably break some static lines"
1010,Jsoft coord,14-Mar,Icc_ljagic_alo,11:55,(en)
1011,Jsoft coord,14-Mar,Icc_7_sfle_cdr,11:55,(en) I know - I had my shoulder dis-located at 160 from the ramp of a German Transalll
1022,Jsoft coord,14-Mar,Icc_7_sfle_cdr,11:57,(en) Going over to slap the alo around - back in a minute...
1025,Jsoft coord,14-Mar,7_4i_cdr,11:58,"(en) copy, thx"
1075,Jsoft coord,14-Mar,7 4i_jsotf_j3,12:07,(en)
1074,Jsoft coord,14-Mar,Icc_7_sfle_cdr,12:07,(en) Drop has commenced
1078,Jsoft coord,14-Mar,Icc_7_socce_cdr,12:08,"(en) isaf is up, were watching"
1085,Jsoft coord,14-Mar,7_4i_ jsotfj3,12:09,(en)
1128,Jsoft coord,14-Mar,Icc_7_socce_cdr,12:25,"(en) we/re trying to fix 9125, looks like they were walking back to the airfield"
1241,Jsoft coord,14-Mar,7_4i_jsotti3,12:43,"(en) CFF REQUESTED: This is resend of #6 all of these targets are still active CFF: JSOTF #18/ODA 9132,TACP10, 5 targets: 125WG 69383 85391/UAV platoon, -20 pax and 6 x UAVs 12SWG 67719 81996/vehicle convoy moving northeast, - 4 vehicles 125WG 69300 84900 / 5 enemy vehicles in convoy 125WG 68500 84500/ 5 enemy vehicles in convoy 12SWG 69800 85850 / 2 x enemy C2 vehicles in woodline"
1251,Jsoft coord,14-Mar,Icc_7_jagic_asocmgr,12:45,"(en) as of 0332:Nai127 iso JSOTF #18 /ODA 9132,TACP10"
1264,Jsoft coord,14-Mar,Icc_7_socce_cdr,12:47,"(en) lsaf down... firepower kill,"
1331,Jsoft coord,14-Mar,Icc_7_5fle_cdr,12:56,(en) Stepping out for 20m
1572,Jsoft coord,14-Mar,7_4ijsotfj3,13:32,"(en) CFF REQUESTED: JSOTF 1;119/ODA 9132,TACP10 /125WG 56619 84700/UAV platoon-30 pax, 4 x trucks, 7 x UAV's"
1584,Jsoft coord,14-Mar,Icc_7_jagic_sad,13:34,"(en) CFF #19 is in MEBs AOA, coordinating now.„"
1585,Jsoft coord,14-Mar,lcc_7_sfle_cdr,13:34,(en) rgr
1654,Jsoft coord,14-Mar,7_4i _isotf j3,13:44,"(en) CFF REQUESTED: JSOTF #20/0DA 9124,TACP06 /12SWG 67920 88306/1 x mortar, 1 x vehicle, squad"
1687,Jsoft coord,14-Mar,7_4i_isotf _13,13:48,"(en) CFF REQUESTED: JSOTF #21/0DA 9116,TACP01 /2 targets: 12SWG 6280 9610-2 x enemy trucks67920 88306/1 x mortar, 1 x vehicle, squad 12SWG 624 967-1 MI-24 flying in vicinity, appears to have landed"
1741,Jsoft coord,14-Mar,Icc_7_socce_cdr,13:58,(en) lsaf shutting down
1777,Jsoft coord,14-Mar,Icc_7_socce_cdr,14:14,"(en) 9125 started walking back to the airfield, we don't know why, they should be in position before we start tomorrow."
1896,Jsoft coord,15-Mar,7_4ijsotf_anlst,8:15,(en) test
1897,Jsoft coord,15-Mar,Icc_7_socce_cdr,8:15,(en) tst
1912,Jsoft coord,15-Mar,Icc_7_g3_chops,8:17,(en) 7 DIV G3 CHOPS on this net
1924,Jsoft coord,15-Mar,Icc_7_jagic_alo,8:21,(en) Bayonet ALO is up.
1965,Jsoft coord,15-Mar,Icc_7_jagic_sad,8:30,(en) c
2041,Jsoft coord,15-Mar,Icc_7_socce_cdr,8:40,(en) we see no red nor blue forces besides our own ... and 9125 was put back in position and as soon as we started they started walking back to the airfield... again
2079,Jsoft coord,15-Mar,7_4i]sotf_cdr,8:45,(en) Maybe they lost a sensitive item at the airfield.
2118,Jsoft coord,15-Mar,Icc_7_socce_cdr,8:50,(en) counseling statement...
2180,Jsoft coord,15-Mar,Icc_7_socce_cdr,9:02,(en) lsaf issues
2193,Jsoft coord,15-Mar,7_4i_jsotf_cdr,9:07,(en) and statement of charges.
2850,Jsoft coord,15-Mar,Icc_7_socce_cdr,10:51,(en) anything for us?
3055,Jsoft coord,15-Mar,Icc_7_sfle_cdr,11:19,(en) Slow morning I guess
3074,Jsoft coord,15-Mar,7_4ijsotf_cdr,11:22,(en)
3075,Jsoft coord,15-Mar,Icc_7_sfle_cdr,11:22,"(en) JSOTF - per yesterday, a few commands are tracking this chat for SOF Spotreps/CFF. Please post ehm in here when you vic psot in JAGIC CAS INT."
3082,Jsoft coord,15-Mar,7_4i_socce_cdr,11:23,(en) Roger
3083,Jsoft coord,15-Mar,Icc_lsfle_cdr,11:23,(en) Good work on all the CFF this mar SOP
3148,Jsoft coord,15-Mar,Icc_7_socce_cdr,11:30,(en) rgr
3162,Jsoft coord,15-Mar,lcc_7_sfle_cdr,11:33,"(en) Please report as LU are effected with ground forces, be aware of enemy Militat/SOF re-inflitrating seemingly ""secure"" areas after main Army and Marine ground forces have passed."
3204,Jsoft coord,15-Mar,Icc_7_sfle_cdr,11:40,"(en) After LU effected and once area realtively secure, exfil mission complete SR elements to JSOTF to rest and re-consitute for potential follow on missions in the coming weeks."
3210,Jsoft coord,15-Mar,Icc_7_socce_cdr,11:41,"(en) rgr, area around 9130 is still hot and were still coord fires."
3234,Jsoft coord,15-Mar,Icc_7_sfle_cdr,11:44,"(en) Rgr - exfil case by case basis, when you see fit."
3235,Jsoft coord,15-Mar,Icc_7_socce_cdr,11:44,(en) rgr
3256,Jsoft coord,15-Mar,Icc_7_sfle_cdr,11:47,"(en) Leave in place any SR looking at NAls still improtant to JTF (all but airfiled and beach landing areas). After Dark, infil additional I SR per plan (last week)"
3265,Jsoft coord,15-Mar,Icc_7_sfle_cdr,11:48,"(en) Correction ""Addtional SR"" - Bleive it was 3-4 more Teams. Thena may not be possible until H=134 (tomorrwow)"
3276,Jsoft coord,15-Mar,Icc_7_socce_cdr,11:50,(en) rgr
3277,Jsoft coord,15-Mar,Icc_7_sfle_cdr,11:50,(en) Thnks
3283,Jsoft coord,15-Mar,Icc_7_sfle_cdr,11:52,(en) Re followign - please ask ODA to get read oon number/type of vehicles.
3284,Jsoft coord,15-Mar,Icc_7_sfle_cdr,11:52,"(en) cc_7_socce_cdr 11:49 (en) CFF: JSOTF #26/ODA 9133,TACP11, convoy, numerous vehicles along north-south road: From grid 12SWG 53100 77300 to 40700 75700"
3307,Jsoft coord,15-Mar,Icc_7_sfle_cdr,11:56,(en) Also - check second grid please - in Ocean
3322,Jsoft coord,15-Mar,Icc_7_socce_cdr,11:59,(en) its a L0000NG convoy
3336,Jsoft coord,15-Mar,Icc_7_socce_cdr,12:01,"(en) CFF: JSOTF #26/ODA 9133,TACP11, convoy, numerous vehicles along north-south road: From grid 12SWG 53100 77300 to 54100 75700"
3337,Jsoft coord,15-Mar,lcc_7_socce_cdr,12:01,(en) correction
3338,Jsoft coord,15-Mar,Icc_7_socce_cdr,12:01,(en) correction
3444,Jsoft coord,15-Mar,7_4i_socce_cdr,12:27,"(en) SITREP:(en) Request For Assistance - JSOTF / SOCCE requests CL I and CL V from the 4th IBCT in order to continue operations in support of 7th Division operatins. Request 20,000 rounds 5.56 mm ball and 500 cases of MREs"
3454,Jsoft coord,15-Mar,Icc_7_sfle_cdr,12:31,"(en) assume Lancer is sending this request via normal channles, but either way _ I will pass it on."
3457,Jsoft coord,15-Mar,7_4i_socce_cdr,12:32,"(en) 4th IBCT requests JSOTF and SOCCE wait until airland operations are more mature before recovering any SOF assets, 24-48 hours."
3463,Jsoft coord,15-Mar,Icc_7_sfle_cdr,12:35,(en) Roger
3464,Jsoft coord,15-Mar,Icc_7_sfle_cdr,12:38,"(en) 4IBCT SOCCE is CL I and V support for lndig? Either way, if this is request of support to SOF/Indig in support of SOF - then it should go from JSOTF to JTF J4 7_LS_CDR Please Clarify so JSOTF and I can pass"
3557,Jsoft coord,15-Mar,7_4i_socce_cdr,13:01,"(en) CFF REQUESTED: JSOTF #27/0DA 9130,TACP09, 3 targets: 12SWG 51900 79100 / 2 x enemy trucks, 10 pax 12SWG 51500 78600 / 5 x enemy trucks, 20 pax 125WG 50900 78300 / 3 x enemy trucks/C2 vehicle, 10 pax"
3655,Jsoft coord,15-Mar,7 4i jsotf_anIst,13:38,(en) SFLE CDR - delete some e-mail as input to you is bouncing due to your account being full.
3686,Jsoft coord,15-Mar,7_4i_socce_cdr,13:42,"(en) CFF REQUESTED: JSOTF #28/ODA 9130,TACP09, 3 targets: 125WG 52395 79825 / 1 x enemy vehicle 125WG 52620 77380 / 1 x enemy truck 12SWG 53130 77380 / 1 x enemy truck"
3687,Jsoft coord,15-Mar,Icc_7_jagic_sad,13:42,"(en) CFF: JSOTF #28 is in the MEB AOA, coordinating now"
3737,Jsoft coord,15-Mar,Icc_7_socce_cdr,13:50,(en) 913/and 4 x EAL Tm`s request exfil
3738,Jsoft coord,15-Mar,Icc_7_socce_cdr,13:50,(en) SEAL
3739,Jsoft coord,15-Mar,Icc_7_sfle_cdr,13:50,(en) RGR
3757,Jsoft coord,15-Mar,7_4i_jsotf cdr,13:52,"(en) RGR, JSOTF will coordinate exfil to JSOTF HQ"
3758,Jsoft coord,15-Mar,Icc_7_socce_cdr,13:52,(en) rgr
3797,Jsoft coord,15-Mar,Icc_7_socce_cdr,14:03,(en) endex
3917,Jsoft coord,16-Mar,anlst_g7_g9,7:04,(en) 16 Mar 11
3931,Jsoft coord,16-Mar,7_4i_jsotf anlst,7:07,"(en) Only USSOCOM can speak for them.,."
3987,Jsoft coord,16-Mar,7_4ijsotfj3,7:33,"(en) Vic, did Dugan do the injects for H=134 per the slides? Just checking..."
3988,Jsoft coord,16-Mar,Icc_7_socce_cdr,7:34,"(en) ODA's 33 and 34=SR in the south, and DET 11 at the airfield, right?"
3991,Jsoft coord,16-Mar,7_4ijsotfj3,7:35,(en) they havent been injected yet. its after H+134
3990,Jsoft coord,16-Mar,7_4ijsotfj3,7:35,(en) no
3994,Jsoft coord,16-Mar,7_4i_jsotfj3,7:36,(en) but go ahead and place them in if you can
3995,Jsoft coord,16-Mar,7_4ijsotf_j3,7:36,(en) I will give you their grids
3996,Jsoft coord,16-Mar,Icc_7_socce_cdr,7:36,(en) rgr
4002,Jsoft coord,16-Mar,Icc_7_socce_cdr,7:38,"(en) i just went to the slides, the oda's are where we [eft them as long as 913, 9133, and 9136+4 x SEAL Tm's came out"
4003,Jsoft coord,16-Mar,Icc_7_socce_cdr,7:38,"(en) then 33, 34, and det11 go in today"
4125,Jsoft coord,16-Mar,Icc_7_socce_cdr,8:17,"{en) 13: i spoke with the MEB. they're asking that 9126 go into 12SWG 51.500 50500 oriented to that likely enemy avenue of approach. they will need a TACP, can we use #13 with 9126?"
4134,Jsoft coord,16-Mar,7_4ijsotfj3,8:24,{en) rgr...we will use TACP 13
4141,Jsoft coord,16-Mar,7_4ijsotfj3,8:26,(en) correction... TACP 9
4144,Jsoft coord,16-Mar,7_4ijsotfj3,8:27,(en) TACP 13 is going in with DET 11
4148,Jsoft coord,16-Mar,Icc_7_socce_cdr,8:28,(en) rgr
4149,Jsoft coord,16-Mar,Icc_7_socce_cdr,8:28,(en) rgr
4209,Jsoft coord,16-Mar,7_4i_socce_cdr,8:40,"(en) (en) CFF REQUESTED: JSOTF #30/ODA 9131,TACP08, 12SWG 5449092100/3 x enemy veh's, 1 x sqd, reconnaissance/observers/ DANGER CLOSE"
4265,Jsoft coord,16-Mar,7 4i_ jsotf_j3,8:55,"(en) CFF REQUESTED: JSOTF #31/0DA 9133,TACP11, 5 targets: UAS platoon 12SWG 74158 66822/ 1 x enemy vehicle 12SWG 73679 66284 / 1 x enemy vehicle 12SWG 73545 66039 / 2 x enemy vehicles 12SWG 73935 67070 / 1 x UAS 12SWG 74009 65687 / 1 x UAS"
4294,Jsoft coord,16-Mar,Icc_7_soccecdr,9:02,(en) sfle: can we confirm that the 5 targets that have been called in 2 or 3 times IVO 12 SWG 70000 85000 have been destroyed? it is a UAV platoon and 3 convoys. they just wont die
4338,Jsoft coord,16-Mar,Icc_7_socce_cdr,9:07,(en) when can 9126 go in?
4361,Jsoft coord,16-Mar,7_4ilsotf _13,9:09,(en) 9216 can be inserted now
4362,Jsoft coord,16-Mar,Icc_7_socce_cdr,9:09,(en) rgr
4360,Jsoft coord,16-Mar,7_4i]sotf j3,9:09,"(en) sfie IS NOT AT DESK, WONT BE BACK TIE. AFTERNOON, WORKING ON HOTWASH SLIDES FOR ltc tHOMAS"
4388,Jsoft coord,16-Mar,Icc_7_socce_cdr,9:11,(en) 9126 is inbound
4389,Jsoft coord,16-Mar,Icc_7_socce_cdr,9:11,(en) if only it was that easy and fast
4390,Jsoft coord,16-Mar,7_4ijsotfj3,9:11,(en) rgr
4452,Jsoft coord,16-Mar,7_4ijsotfj3,9:15,(en) Mission: ODA 9134/TACP12 Infiltrated 09 MAR2011 Via Rotary-Wing A/C Vic 12SWG 72340 49469 to conduct SR on suspected enemy attempting to infiltrate JTF AO from the south
4459,Jsoft coord,16-Mar,7_4ijsotfj3,9:16,(en) correction... 16 Mar 2011
4485,Jsoft coord,16-Mar,7 4I]soti_i3,9:18,(en) Mission: ODA 9133/TACP11 Infiltrated 16MAR2011 Via Rotary-Wing A/C Vic 125WG 73139 66186 to conduct SR on suspected enemy attempting to infiltrate JTF AO from the south
4497,Jsoft coord,16-Mar,Icc_7 jagic asocmgr,9:19,(en) BATMAN45 reports unable to find any tgts at jsotf#32 coords
4509,Jsoft coord,16-Mar,Icc 7 jagic sad,9:20,(en) BATMAN45 reports unable to find any tgts at jsotf#32 coords
4514,Jsoft coord,16-Mar,Icc_7_socce_cdr,9:21,(en) BATMAN: maybe they're hiding. ODA did see them
4535,Jsoft coord,16-Mar,7_4i_jsotf_j3,9:22,(en) Mission: ODA 9126/TACP09 Infiltrated 16MAR2011 Via Rotary-Wing A/C Vic 12SWG 51500 50500 to conduct SR on likely enemy avenue of approach in support of the MEB
