#,ChatRm,Date,ID,Time,Comment
3432,4 IBCT,15-Mar,7_4i_socce_cdr,12:25,"(en) Request For Assistance -150TF / SOCCE requests CL I and CL V from the 4th IBCT in order to continue operations in support of 7th Division opera tins. Request 20,000 rounds 5.56 mm ball and 500 cases of MREs"
3438,4 IBCT,15-Mar,7_4i_amd,12:26,(en) Will try and support once airlands arrive
3470,4 IBCT,15-Mar,7_4i_amd,12:42,(en) 235 BSB SOF guy's will coordinate for pickup of resupply items at 12 SWG 62035 90528
3473,4 IBCT,15-Mar,7_4i_34_fso,12:44,(en) is there an attack guidance for CAS
3484,4 IBCT,15-Mar,9_525 235cdr,12:46,(en) Rgr on the SOF resupply
3494,4 IBCT,15-Mar,7_1s_cdr,12:48,(en) Did JSOTF/SOCCE really intend to request 500 cases of MREs?
3495,4 IBCT,15-Mar,7 4i_amd,12:48,"(en) Should have been 50 they are ""Special"""
3496,4 IBCT,15-Mar,7 _ 1s _cdr,12:48,fen) That's what I was thinking.
3497,4 IBCT,15-Mar,Icc_7_g7_eng,12:48,(en) veggitarian?
3505,4 IBCT,15-Mar,7 4i_amd,12:49,(en) No Halaal
3506,4 IBCT,15-Mar,7 4i_socce_cdr,12:49,(en) Our guys are hungry.
3507,4 IBCT,15-Mar,Icc_7_g7_eng,12:49,(en) make them all something meaty then
3508,4 IBCT,15-Mar,7_1s_cdr,12:49,(en) LCC_7_G4 and 235 BSB copy correction in quantity of MREs?
3511,4 IBCT,15-Mar,7 4i_socce_cdr,12:50,(en) Roger
3512,4 IBCT,15-Mar,9_525_235_cdr,12:50,(en) I copy
3513,4 IBCT,15-Mar,7_1s_cdr,12:50,(en) isn't that plagarism?
3516,4 IBCT,15-Mar,lcc_7.g7_eng,12:51,(en) you Sir are correct!
3517,4 IBCT,15-Mar,9_525235cdr,12:51,(en) Only if I get caught
3518,4 IBCT,15-Mar,Icc_7_g7_eng,12:51,(en) valid point
3578,4 IBCT,15-Mar,7_1s_cdr,13:08,(en) JSOTF/SOCCE 5.56 will be airdropped 12 SWG 62035 90528 next helo. Thank the Navy.
3582,4 IBCT,15-Mar,7_4i_socce_cdr,13:09,(en) Great! Thanks!
3616,4 IBCT,15-Mar,Icc_7_g7_eng,13:28,(en) 7_4i_amd: any details on bridge that was destroyed at vic 59222 88760? Is it by-passable?
3619,4 IBCT,15-Mar,7_4i_amd,13:30,"(en) The only details I have is that it is not passible. Do not know what destroyed it,"
3620,4 IBCT,15-Mar,Icc_7_g7_eng,13:31,(en) rgr ... BEB CDR will send ENs out to recon and figure by-pass route and/or repair
3623,4 IBCT,15-Mar,7_41_34_53,13:32,(en) EXCON informed us that bridge was destroyed by the enemy. They cannot actually simulate destroyed bridge in oneSAF.
3624,4 IBCT,15-Mar,_ _ 74i34s3 _,13:32,(en) no further information from the EXCON here
3628,4 IBCT,15-Mar,Icc_7 g7_eng,13:33,(en) rgr ... thanks
3901,4 IBCT,16-Mar,anlst_g7_g9,7:00,(en) 16 Mar 11
3943,4 IBCT,16-Mar,2meb_s3,7:16,(en) comm check
3946,4 IBCT,16-Mar,Icc_7_g6,7:18,(en) roger
3992,4 IBCT,16-Mar,anlst ops,7:36,(en) March 16th
4085,4 IBCT,16-Mar,7_7f fi_bn_cdr,8:00,(en) commo check
4086,4 IBCT,16-Mar,7_41_34_53,8:00,(en) roger
4102,4 IBCT,16-Mar,2meb_cdr,8:09,"(en) The Diaz port facility is open BUT with very limited capabilities. Still assessing damage and rebuilding infrastructure (e.g., piers, warehouses, roads) and assessing security conditions. BT For MCM - no mines located, but threat still there. BT Will close a DDG for AAW port defense."
4140,4 IBCT,16-Mar,2meb_s3,8:26,(en) Who is the 3-4 CAV POC to effect Link up at CP 1 with TF Warlord?
4152,4 IBCT,16-Mar,7_4i_34_s3,8:29,"(en) That would be CPT Keefer, 780-2221"
4153,4 IBCT,16-Mar,2meb_s3,8:29,(en) RGR
4161,4 IBCT,16-Mar,7_4i_34_s3,8:30,(en) Is Warlord 6 still the MEB POC at 780-2546?
4162,4 IBCT,16-Mar,2meb_s3,8:30,(en) rgr
4238,4 IBCT,16-Mar,2meb_s3,8:51,(en) We have conducted intial comm check w/ Bandit-3 via phone. Once SIM start will be moving tnks to CP to conduct Link-up.
4322,4 IBCT,16-Mar,7_4i_amd_alt,9:06,(en) TBM alert
4340,4 IBCT,16-Mar,7_4i_amd_alt,9:08,(en) P00 12 SWG 682 112
4394,4 IBCT,16-Mar,7_4i_amd_alt,9:12,(en) tracking 4 TBMs
4417,4 IBCT,16-Mar,7 4i_amdalt,9:14,(en) POO correction 12 SWG 683 112
4503,4 IBCT,16-Mar,7_4i_amd_alt,9:20,(en) Patriot had engagements
4512,4 IBCT,16-Mar,7 _ 4i _ amd _ alt,9:21,(en) all 4 TBMs confrimed kills
4654,4 IBCT,16-Mar,7 4i _ amd,9:33,(en) rgr
4716,4 IBCT,16-Mar,2meb_s3,9:39,(en) Tracking link up with 3-4CAV @ CP1 complete
4736,4 IBCT,16-Mar,Icc_7_g4,9:41,(en) What chat room is the BFSB monitoring?
4772,4 IBCT,16-Mar,7_4i_amd_alt,9:47,(en) We have more TBMs in bound
4806,4 IBCT,16-Mar,7 4i_amd_alt,9:51,(en) P01 will be vic APOD
4816,4 IBCT,16-Mar,74i_amd_alt,9:52,(en) P00 125 WF 77779 96883
4881,4 IBCT,16-Mar,7_4i_amdalt,10:00,(en) 3 more TBMs engaged by Patriot
4908,4 IBCT,16-Mar,_ _ 74iamdalt _,10:03,(en) 2 different launch sites
4933,4 IBCT,16-Mar,7 4i_amd_alt,10:06,(en) POI vic SPOD
4952,4 IBCT,16-Mar,7_4i_amd_alt,10:08,(en) POO 125 WF 7832 9726 and 12SXG 4297 0020
5001,4 IBCT,16-Mar,7_4i_amd_alt,10:11,(en) Patriot has confrimed 2 kills out of 3 TBMs
5034,4 IBCT,16-Mar,7_4i_amdalt,10:14,(en) Aegis confrims kill on extra TBM
5048,4 IBCT,16-Mar,7_4i_amd_alt,10:16,(en) 2/E/3-1 Sentinel destroyed vic 12SWG 62782 89123
5053,4 IBCT,16-Mar,7_4i_amd_alt,10:17,(en) Another TBM launch inbound
5054,4 IBCT,16-Mar,7_4i_amd_alt,10:17,(en) 4 TBMs on the way
5072,4 IBCT,16-Mar,7_4i_amd_alt,10:20,(en) P01 vic APOD
5146,4 IBCT,16-Mar,7 4i_amd_alt,10:26,(en) TBM Kills for last wave Patriot 3 Aegis 1
5218,4 IBCT,16-Mar,7_4i_amd_alt,10:36,(en) Patriot battery at airfield is down
5285,4 IBCT,16-Mar,7_4i_amd_alt,10:47,(en) C/3-1 will come on line here in 10-15 min and has coverage of the airfield
5441,4 IBCT,16-Mar,7_4i_amd_alt,11:21,(en) C 3/1 is up on line (for last 5min) coving the airfield
5824,4 IBCT,16-Mar,7 4i amd alt,12:56,(en) 4/E/3-1 Sentinel destroyed (Airfield) 1/E/3-1 Launcher 1 destroyed
5828,4 IBCT,16-Mar,7_4(_amd,12:57,(en) 7_4i_amd_alt do you have the grid and what destroyed it
5847,4 IBCT,16-Mar,7_4i_amd_alt,13:01,(en) Setinel at 12SWG 61842 91225 AVG:12SWG 61675 91246
5848,4 IBCT,16-Mar,74i_amd_alt,13:01,(en) still waiting on what caused this
6069,4 IBCT,17-Mar,arilst_g7A9,7:30,(en) 17 Mar n
6112,4 IBCT,17-Mar,2meb_s3,7:39,{en) comm check
6125,4 IBCT,17-Mar,7_4i_34_s3,7:44,(en) roger
6155,4 IBCT,17-Mar,7_4i_34_cdr,7:54,(en) Commo check
6174,4 IBCT,17-Mar,7 4i_cdr,8:00,(en) 17 MAR 11
6218,4 IBCT,17-Mar,Icc_7_g7_eng,8:08,(en) Happy St. Pat's Day
6223,4 IBCT,17-Mar,7 4i_244_53,8:09,(en) Ditto!
6328,4 IBCT,17-Mar,7 4i_fido_alo,8:23,"(en) (en) 9131 reports there are no more enemy in DIAZ 2, system just hasn't been updated yet"
6329,4 IBCT,17-Mar,7_41_244_s3,8:23,(en) Where is it coming from? What assets are they receiving this from?
6337,4 IBCT,17-Mar,7_4i_amd,8:24,(en) ODA TM 9131
6485,4 IBCT,17-Mar,7_4i_amd_alt,8:46,(en) We have a TBM launch
6486,4 IBCT,17-Mar,7 4i_amd_aft,8:46,(en) at least 4 TBMs
6519,4 IBCT,17-Mar,7_4i_amd_alt,8:50,(en) looks like the P01 will be SW the SPOD
6590,4 IBCT,17-Mar,7_4iamdalt,8:57,(en) Aegis hit 3 Patriot 1
6599,4 IBCT,17-Mar,7_4i_amd_alt,8:58,(en) P00 12 SWF 7487 9243
6645,4 IBCT,17-Mar,7 4i_amd_alt,9:08,(en) Avenger down at 12 SWG 60137 91124
6704,4 IBCT,17-Mar,7_4i_amd,9:21,"(en) 7_41_amd_alt, do have any more info on the avenger (such as what destroyed it?)"
6721,4 IBCT,17-Mar,7 4i_amd_alt,9:28,(en) Direct fire and it can still shoot but not move
6941,4 IBCT,17-Mar,9 _ 525 _ 107 _s2,10:24,"(en) MFT completed its exploitation of the house; Vicinity grid: 12 SWG 6050 8870, believed to be occupied by Mattu Zimmie. Findings: 1 x computer, pictures and videos of current actions against the Army forces in their AO. 20 of 20 personnel associated with this cell have been captured — Mattu Zimmie is wanting to share further information of other operatives with U.S. Forces. Small arms and IED making materials were also found on the site. Personnel detained are being processed for further questioning. This splinter cell is deemed no longer to be a threat to current operations at this time."
7180,4 IBCT,17-Mar,7_4i_amd_alt,12:13,(en) 3/E/3-1 lost 2 launchers to direct fire grid 125WG 54577 85859
7181,4 IBCT,17-Mar,7_4i_244_s3,12:14,(en) That's in the MEBs A/0
7182,4 IBCT,17-Mar,7_4i_amd_alt,12:15,(en) rgr near SPUD
7185,4 IBCT,17-Mar,7_4i_244_s3,12:16,(en) Any idea where the counter attack is coming from? when? how?
7186,4 IBCT,17-Mar,2meb_s3,12:16,(en) what kind of threat was it?
7194,4 IBCT,17-Mar,7_4i_amd_alt,12:21,(en) that's all the info we have at this time
7431,4 IBCT,17-Mar,7_4i_cdr,13:49,(en) signing off - good work
